ProductName,Price,Rate,Review,Summary,text,sentiment
"Hi-Mobiler iPhone Charger Lightning Cable,2 Pack Apple MFi Certified USB iPhone Fast Chargering Cord,Data Sync Transfer for 13/12/11 Pro Max Xs X XR 8 7 6 5 5s iPad iPod More Model Cell Phone Cables",254,4,"shown 2 pieces, received only one. also it's not 6ft at all as mentioned. did feel cheated. charging is ok. the reason i opted for this is just that i needed one iphone charger with usb port.,it is actually set of 2 three feet cables, both working fine for me. bought for emergency use and having no issues after a month.,bought 2months back only.product is good,nice and value for money,good product but be prepared for long lead time,misleading title and descriptionitâs not 6ft cable,better to use original item,just bought it so not sure of durability or sturdiness but it was very cheap and so wasnât sure how good will it work but it works perfectly fine","average,nice in this price,nice,nice,good product but takes long time to be delivered,misleading title and description,phone is not getting charged fast.,works as expected","average,nice in this price,nice,nice,good product but takes long time to be delivered,misleading title and description,phone is not getting charged fast.,works as expected shown 2 pieces, received only one. also it's not 6ft at all as mentioned. did feel cheated. charging is ok. the reason i opted for this is just that i needed one iphone charger with usb port.,it is actually set of 2 three feet cables, both working fine for me. bought for emergency use and having no issues after a month.,bought 2months back only.product is good,nice and value for money,good product but be prepared for long lead time,misleading title and descriptionitâs not 6ft cable,better to use original item,just bought it so not sure of durability or sturdiness but it was very cheap and so wasnât sure how good will it work but it works perfectly fine",Positive
"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, White)",179,4,"everything is fine but it is bulky and hard, it should be softer and thinner.....,thank you amazon very good charging cable ð,good,good one,quality is good. worth for 150-200 â¹. short but durable.,very good product . satisfied..,this is fast charging c pin usb!you can purchase it.,nice product at price of below 100","good,thank you amazon very good charging cable,good,very good product,good quality,very good product,this is fast charging usb!,simply perfect at the price of below 100","good,thank you amazon very good charging cable,good,very good product,good quality,very good product,this is fast charging usb!,simply perfect at the price of below 100 everything is fine but it is bulky and hard, it should be softer and thinner.....,thank you amazon very good charging cable ð,good,good one,quality is good. worth for 150-200 â¹. short but durable.,very good product . satisfied..,this is fast charging c pin usb!you can purchase it.,nice product at price of below 100",Positive
"Caprigo Heavy Duty TV Wall Mount Bracket for 14 to 32 Inch LED/HD/Smart TVâs, Universal Fixed TV Wall Mount Stand (M452)",399,4,"my 32 inch tv fits fine, also 55 inch tv can be wall mount for sure. good product quality. various sizes screws and nuts included in this product,nice product,i am giving 3 stars because screws provide in the product do not fit properly. i had to get it separately to install.,i love to like itâs accuracy of fitting.,i had to makeshift the screws to fit the grill as the screws were long and had to add washer to make it fit.,i installed my self,it perfectly fit on my sony tv (32 inch). stand is sturdy and good. deducting 1 start as i don't see anything on the sides of the stand which can prevent my tv from falling on side, so i had to little bit bend the sides of stand so that tv doesn't fall, if someone pulls it from left or right. otherwise it's a good stand.,nothing to write. it's a basic universal stand. expensive here on amazon. turns out, the same thing was from 200 at a local hardware / electronic/light store","good quality product with many screws and nuts,nice product,ok ok product,itâs accuracy,screws can be a problem.,good quality for 32"" tv,perfect fit for my sony tv,this costs approx 200 in the local market.","good quality product with many screws and nuts,nice product,ok ok product,itâs accuracy,screws can be a problem.,good quality for 32"" tv,perfect fit for my sony tv,this costs approx 200 in the local market. my 32 inch tv fits fine, also 55 inch tv can be wall mount for sure. good product quality. various sizes screws and nuts included in this product,nice product,i am giving 3 stars because screws provide in the product do not fit properly. i had to get it separately to install.,i love to like itâs accuracy of fitting.,i had to makeshift the screws to fit the grill as the screws were long and had to add washer to make it fit.,i installed my self,it perfectly fit on my sony tv (32 inch). stand is sturdy and good. deducting 1 start as i don't see anything on the sides of the stand which can prevent my tv from falling on side, so i had to little bit bend the sides of stand so that tv doesn't fall, if someone pulls it from left or right. otherwise it's a good stand.,nothing to write. it's a basic universal stand. expensive here on amazon. turns out, the same thing was from 200 at a local hardware / electronic/light store",Positive
"FLiX (Beetel) 3in1 (Type C|Micro|Iphone Lightening) Textured Pattern 3A Fast Charging Cable with QC & PD Support for Type C,Micro USB & Lightning Iphone Cable,Made in India,1.5 Meter Long Cable(T101)",182,4,"worked on iphone 7 and didnât work on iphone xr, i didnât like it. still, i use it for my work.,product is quite good and is fast charging.loved it.,i like it . looks last long.,the sturdiness will depend on the manner of its use. but its speed of charging is great. very good product for the average income group.,it's great for charging devices with various types of ports. but works best when charging one device at a time.,good item.","worked on iphone 7 and didnât work on xr,good one,dull physical looks,just buy it,go for it,about the product,get charging cable at the price,working well.","worked on iphone 7 and didnât work on xr,good one,dull physical looks,just buy it,go for it,about the product,get charging cable at the price,working well. worked on iphone 7 and didnât work on iphone xr, i didnât like it. still, i use it for my work.,product is quite good and is fast charging.loved it.,i like it . looks last long.,the sturdiness will depend on the manner of its use. but its speed of charging is great. very good product for the average income group.,it's great for charging devices with various types of ports. but works best when charging one device at a time.,good item.",Positive
7SEVEN Compatible LG TV Remote Suitable for LG Non Magic Smart tv Remote Control (Mouse & Voice Non-Support) MR20GA Prime Video and Netflix Hotkeys,790,3,"the mouse feature of the remote is not working,remote control with push button seems to be ok but no voice recognition and no ray pointer as in the original lg product..would like a refund for misrepresentation on the website..you have amended the description after my complaint.,best product,number buttons are not working,defective product, it is not working with the tv,dislike the product as it doesnât have pointer option,not working properly,best option to buy since it's hard to get replacement of oled tv remote....","not good,no voice recognition, no pointer ray as in original lg remote. these features are not included,best product,not working properly,doesnt work, dont buy,it doesnât have pointer,not working properly,just perfect","not good,no voice recognition, no pointer ray as in original lg remote. these features are not included,best product,not working properly,doesnt work, dont buy,it doesnât have pointer,not working properly,just perfect the mouse feature of the remote is not working,remote control with push button seems to be ok but no voice recognition and no ray pointer as in the original lg product..would like a refund for misrepresentation on the website..you have amended the description after my complaint.,best product,number buttons are not working,defective product, it is not working with the tv,dislike the product as it doesnât have pointer option,not working properly,best option to buy since it's hard to get replacement of oled tv remote....",Neutral
"Cubetek 3 in 1 LCD Display V5.0 Bluetooth Transmitter Receiver, Bypass Audio Adapter with Aux, Optical, Dual Link Support for TV, Home Stereo, PC, Headphones, Speakers, Model: CB-BT27",1990,4,"atlast i connected successfully. working good. but sound volume & clarity not adequate. durability, to be assessed. dear amazon.in, tell the seller to write connecting procedure clearly.manual printing also is bad. i had to struggle.,does what it says. works well to connect two bluetooth devices to any other device like a laptop, smart tv, etc. can take a bit of time to pair two devices. but the manual in the box helps.sound quality over aux cable too is good. so, even if you do not have a digital output or rca you can still use it. bit bit flimsy and delicate. but then you don't need to move it around everyday.,disadvantage - the sound and video lag with distance while connecting bluetooth with headphones.pairing with headphones difficult (need to wait long)feels volumes low.,,i got this to add-on to a high-end system, which traditionally doesn't have the facility. however it's often requested when guests come over. i was using a phoenix transreceiver, but the constant need of charging and the single indicator led made it difficult to integrate into this kind of application. the optical out is connected to a dual ess9028 dac, and the device used for transmission is the ipad air.this lacks a battery, which is a big differentiator. this means it is not exactly portable, and the form factor reinforces that 'feature'. it is intended to be a desktop unit, and it comes with a reasonable set of cables. the quality of the included cables is quite poor, so it's best to use something else.compared to the direct input from usb, the overall sound is poorer, with a shrunken soundstage and coarse vocals and treble. still, this is being used in a high-end system - i suspect with many lesser speaker/amp/dacs it will be acceptable. at maximum output, the level is about 1-2db lower than a direct usb connection to the dac.it is around the same as my signature acoustics unit, which is 1/3rd the size but uses a battery, and doesn't have a volume control or the bypass feature, or the nice display which is handy if you are close by.the bypass is one of the highlights of this device, it basically connects the two optical ports together in passthrough, and allows you to use both bt and another optical source/receiver - though only either can be used at a time.the build quality is average. it is lightweight enough that a set of decent cables will tip it over backwards, hence the thin cables supplied. the onboard volume control is nice, if a bit redundant given everybody uses their handheld or other device to control volume (i use the dac remote). it also has only 16 clicks, so the control will be very coarse. the display has no spelling errors and while the resolution is low, it is sufficient for the tasks.overall, it's quite expensive but is more kitted out than similar devices. the sound quality limitations of bt transmission (compulsory resampling and lossy compression, among others) cannot be overcome even with the fanciest devices and protocols, so i'd rank it close to the top of what you can get as an add-on for a hifi system. for more 'normal' usage, there are cheaper options available.,excellent product,bluetooth range is very less,bought it to connect my old sony 5.1 blueray home theater with mi 4k box which does not have optical sound port. it has an spdif optical port which can connect to the home theater optical in","good,does the job. works with two devices,positive review- almost good and useful,hissing sound output from (vise tv) vijay sales.,acceptable sound, no hassle of charging,excellent product,not good range,very good","good,does the job. works with two devices,positive review- almost good and useful,hissing sound output from (vise tv) vijay sales.,acceptable sound, no hassle of charging,excellent product,not good range,very good atlast i connected successfully. working good. but sound volume & clarity not adequate. durability, to be assessed. dear amazon.in, tell the seller to write connecting procedure clearly.manual printing also is bad. i had to struggle.,does what it says. works well to connect two bluetooth devices to any other device like a laptop, smart tv, etc. can take a bit of time to pair two devices. but the manual in the box helps.sound quality over aux cable too is good. so, even if you do not have a digital output or rca you can still use it. bit bit flimsy and delicate. but then you don't need to move it around everyday.,disadvantage - the sound and video lag with distance while connecting bluetooth with headphones.pairing with headphones difficult (need to wait long)feels volumes low.,,i got this to add-on to a high-end system, which traditionally doesn't have the facility. however it's often requested when guests come over. i was using a phoenix transreceiver, but the constant need of charging and the single indicator led made it difficult to integrate into this kind of application. the optical out is connected to a dual ess9028 dac, and the device used for transmission is the ipad air.this lacks a battery, which is a big differentiator. this means it is not exactly portable, and the form factor reinforces that 'feature'. it is intended to be a desktop unit, and it comes with a reasonable set of cables. the quality of the included cables is quite poor, so it's best to use something else.compared to the direct input from usb, the overall sound is poorer, with a shrunken soundstage and coarse vocals and treble. still, this is being used in a high-end system - i suspect with many lesser speaker/amp/dacs it will be acceptable. at maximum output, the level is about 1-2db lower than a direct usb connection to the dac.it is around the same as my signature acoustics unit, which is 1/3rd the size but uses a battery, and doesn't have a volume control or the bypass feature, or the nice display which is handy if you are close by.the bypass is one of the highlights of this device, it basically connects the two optical ports together in passthrough, and allows you to use both bt and another optical source/receiver - though only either can be used at a time.the build quality is average. it is lightweight enough that a set of decent cables will tip it over backwards, hence the thin cables supplied. the onboard volume control is nice, if a bit redundant given everybody uses their handheld or other device to control volume (i use the dac remote). it also has only 16 clicks, so the control will be very coarse. the display has no spelling errors and while the resolution is low, it is sufficient for the tasks.overall, it's quite expensive but is more kitted out than similar devices. the sound quality limitations of bt transmission (compulsory resampling and lossy compression, among others) cannot be overcome even with the fanciest devices and protocols, so i'd rank it close to the top of what you can get as an add-on for a hifi system. for more 'normal' usage, there are cheaper options available.,excellent product,bluetooth range is very less,bought it to connect my old sony 5.1 blueray home theater with mi 4k box which does not have optical sound port. it has an spdif optical port which can connect to the home theater optical in",Positive
VW 80 cm (32 inches) HD Ready Android Smart LED TV VW32PRO (Black),8999,4,"tv is good in this price range,it's an excellent product for this price range,good,picture quality is good,amazing product sound quality is okay and smart features is little bit slow but itâs okay overall â love this product,ok super work,good product,","tv is good in price range,inexpensive smart tv,good,cheap and best,in this budget itâs so good,not bad ok,very goodðð,very nice","tv is good in price range,inexpensive smart tv,good,cheap and best,in this budget itâs so good,not bad ok,very goodðð,very nice tv is good in this price range,it's an excellent product for this price range,good,picture quality is good,amazing product sound quality is okay and smart features is little bit slow but itâs okay overall â love this product,ok super work,good product,",Positive
"Amazon Brand - Solimo 65W Fast Charging Braided Type C to C Data Cable | Suitable For All Supported Mobile Phones (1 Meter, Black)",199,3,"i have a pd supported car charger and i bought solimo cables previously which work perfectly fine but this one doesn't trigger full 3a fast charging unlike solimo usb a to usb c, which is strange because this is supposed to be a 65w charger with 4a fast charging support.anyways it's a good built product and works but not as expected. it might be compatible with your chargers but i tested 2 different car chargers and both didn't go full speed.",the cable works but is not 65w as advertised,"the cable works but is not 65w as advertised i have a pd supported car charger and i bought solimo cables previously which work perfectly fine but this one doesn't trigger full 3a fast charging unlike solimo usb a to usb c, which is strange because this is supposed to be a 65w charger with 4a fast charging support.anyways it's a good built product and works but not as expected. it might be compatible with your chargers but i tested 2 different car chargers and both didn't go full speed.",Neutral
VU 108 cm (43 inches) Premium Series Full HD Smart LED TV 43GA (Black),18999,4,"super,good quality , value for money.. in time installed,tv thik hai but vu ka customer support bhot bekar hai , bacho se tv lock ho gya tha , vu me call kia to kahne lage amazon me baat karo , matlb tv ka lock amazon wale batenge , amazon me baat ki to kahte hai vu me baat karo , baad me maine hi kisi tarah uska lock khola , but vu customer support bhot bekar hai , vu ka smart tv thik hai,in time delivery and proper installation at the time of delivery itself. value for money for 32"" tv requirement with branded product.,good product,tv is awesome, one problem is casting, whey you cast video from hotstar it comes black screen. other than that picture and sound quality is awesome.,picture quality just ok. sharpness missingsound and speakers need lot of improvementsettings and menu can be optimised furtheroverall it's a mid grade product,picture quality good as expected, internet experience also good","vu brand superb quality,value for price,thik hai but android nahi hai,good model for entry level 32"" tv need.,good product value of money,great tv,the sound quality, speakers, picture quality are just ok. mid grade product at most,picture quality","vu brand superb quality,value for price,thik hai but android nahi hai,good model for entry level 32"" tv need.,good product value of money,great tv,the sound quality, speakers, picture quality are just ok. mid grade product at most,picture quality super,good quality , value for money.. in time installed,tv thik hai but vu ka customer support bhot bekar hai , bacho se tv lock ho gya tha , vu me call kia to kahne lage amazon me baat karo , matlb tv ka lock amazon wale batenge , amazon me baat ki to kahte hai vu me baat karo , baad me maine hi kisi tarah uska lock khola , but vu customer support bhot bekar hai , vu ka smart tv thik hai,in time delivery and proper installation at the time of delivery itself. value for money for 32"" tv requirement with branded product.,good product,tv is awesome, one problem is casting, whey you cast video from hotstar it comes black screen. other than that picture and sound quality is awesome.,picture quality just ok. sharpness missingsound and speakers need lot of improvementsettings and menu can be optimised furtheroverall it's a mid grade product,picture quality good as expected, internet experience also good",Positive
"PROLEGENDÂ® PL-T002 Universal TV Stand Table Top for Most 22 to 65 inch LCD Flat Screen TV, VESA up to 800 by 400mm",1850,4,"a good product.,got this for old 40 inch lg tv which is heavier and thicker than current models. has held so far.,stand is easy to install... but price is too for this item.,the product is very goodfits perfectlya little bit over priced,it worked like a charm. handles my 65 inch panasonic tv well. easy to assemble.,i returned it because of not fitting to my tv that's why,nice product,serves the purpose but one should be careful around the stand. base is not wide enough for good balance. small push or touch will result in a fall. we have to be very careful while cleaning around","a good product.,does the job,overpriced item,a bit over priced,recommended,there is not fit to my tv so that why i return it,nice product,not worth !","a good product.,does the job,overpriced item,a bit over priced,recommended,there is not fit to my tv so that why i return it,nice product,not worth ! a good product.,got this for old 40 inch lg tv which is heavier and thicker than current models. has held so far.,stand is easy to install... but price is too for this item.,the product is very goodfits perfectlya little bit over priced,it worked like a charm. handles my 65 inch panasonic tv well. easy to assemble.,i returned it because of not fitting to my tv that's why,nice product,serves the purpose but one should be careful around the stand. base is not wide enough for good balance. small push or touch will result in a fall. we have to be very careful while cleaning around",Positive
"EYNK Extra Long Micro USB Fast Charging USB Cable | Micro USB Data Cable | Quick Fast Charging Cable | Charger Sync Cable | High Speed Transfer Android Smartphones V8 Cable (2.4 Amp, 3m,) (White)",299,4,"i purchased to connect my security camera. the purpose is met. ok product,firstly it's good enough in length , i like this but only long data cable otherwise it's not charge fast it's a normal cable .,i used it for my wi-fi camera installed outside my house.,cable quality is good and near 10 ft in length,my purpose was to charge my device from a plug point which was bit far. it has served the purpose. length is about 10 feet so it is ok. charging is good.,haven't used it much, but seems to work fine so far.,want length of 10ft, well it's 9.8ft;so,don't buy if u r gð± 2ml-short-in my90ml;for the rest of us, just order!,very good","extended length for securiry camera,dont judge a book by it's cover,good sturdy product with neat finish.,cable quality is good and near 10 ft in length,good enough to length,good product,perfect!,super","extended length for securiry camera,dont judge a book by it's cover,good sturdy product with neat finish.,cable quality is good and near 10 ft in length,good enough to length,good product,perfect!,super i purchased to connect my security camera. the purpose is met. ok product,firstly it's good enough in length , i like this but only long data cable otherwise it's not charge fast it's a normal cable .,i used it for my wi-fi camera installed outside my house.,cable quality is good and near 10 ft in length,my purpose was to charge my device from a plug point which was bit far. it has served the purpose. length is about 10 feet so it is ok. charging is good.,haven't used it much, but seems to work fine so far.,want length of 10ft, well it's 9.8ft;so,don't buy if u r gð± 2ml-short-in my90ml;for the rest of us, just order!,very good",Positive
Aine HDMI Male to VGA Female Video Converter Adapter Cable (Black),299,4,"it's good working product,there is nothing to dislike about this product, only the aux cable is a bit of low quality but as for the price itâs a very good product .,product is easy to install & use. i use it along with my set up box & fire tv stick. works seamlessly,ery good build quality and performance. it works well with my hp laptop. the hdmi jack fits with a satisfying click into the laptop, so the fit is perfect.since this is an adapter only, you will need to connect this to your monitor's vga cable (duh!). i've been using this for slightly more than a month now, and everything is perfectly fine with this product. i would recommend other too to use this product.this product is very helpfulhdmi to vga adapter connects a computer, desktop, laptop, or other devices with hdmi port to a monitor, projector, hdtv, or other devices with vga port,i used this product for laptop to old monitor interface and it is working good,works fine, affordable and sturdy. also, i didn't notice any lag in the hdmi-to-vga conversion. additional trivia: contrary to what's mentioned in product description, country of origin is china, not india ð.,the convertor works well without any issues in connection but the output quality is not as good as the direct vga connection that i use with my another laptop.,the cable seems to be of good quality material. adapter is sturdy and connects well, working smoothly till now in my lenovo laptop and projector. good packaging also. recommended product in this price range.","nice product ðð,cheap plus durable. worth the money.,good purchase,aine hdmi male to vga female video converter adapter cable (black),it's easy to connect,sturdy, affordable, no lag converyer cable,works well but the output quality is not as good as direct vga connection.,works well. does its work as required.","nice product ðð,cheap plus durable. worth the money.,good purchase,aine hdmi male to vga female video converter adapter cable (black),it's easy to connect,sturdy, affordable, no lag converyer cable,works well but the output quality is not as good as direct vga connection.,works well. does its work as required. it's good working product,there is nothing to dislike about this product, only the aux cable is a bit of low quality but as for the price itâs a very good product .,product is easy to install & use. i use it along with my set up box & fire tv stick. works seamlessly,ery good build quality and performance. it works well with my hp laptop. the hdmi jack fits with a satisfying click into the laptop, so the fit is perfect.since this is an adapter only, you will need to connect this to your monitor's vga cable (duh!). i've been using this for slightly more than a month now, and everything is perfectly fine with this product. i would recommend other too to use this product.this product is very helpfulhdmi to vga adapter connects a computer, desktop, laptop, or other devices with hdmi port to a monitor, projector, hdtv, or other devices with vga port,i used this product for laptop to old monitor interface and it is working good,works fine, affordable and sturdy. also, i didn't notice any lag in the hdmi-to-vga conversion. additional trivia: contrary to what's mentioned in product description, country of origin is china, not india ð.,the convertor works well without any issues in connection but the output quality is not as good as the direct vga connection that i use with my another laptop.,the cable seems to be of good quality material. adapter is sturdy and connects well, working smoothly till now in my lenovo laptop and projector. good packaging also. recommended product in this price range.",Positive
"REDTECH USB-C to Lightning Cable 3.3FT, [Apple MFi Certified] Lightning to Type C Fast Charging Cord Compatible with iPhone 14/13/13 pro/Max/12/11/X/XS/XR/8, Supports Power Delivery - White",249,5,quick delivery.awesome productpacking was goodjust opened the productexcited to you it,awesome product,awesome product quick delivery.awesome productpacking was goodjust opened the productexcited to you it,Positive
"Redmi A1 (Light Blue, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",6499,4,"i have been using this phone for two months. according to the price range, the battery backup and screen quality of the phone are good. according to this range, the camera is also fine. if we look at the performance, then it is not useless at all, but it is okay. i did not face any problem in calling. the phone starts lagging a lot while browsing or using shopping apps. if i give my opinion then this phone is good for parents.... if you want to buy this phone, then you should compare it with poco c31, for now there is not much difference in the price.,all is well but sim slot ð° damage,it is a very good phone on this price range. good to use in day today life use.,hi,a good budget phone,i bought this for office use. has good battery life. and basic features of android work fine. however, i noticed later that this is actually android 12 go edition. i don't mind using it. but some features are missing (which most people might not use). better than nokia c01 which has android 11 go edition, and on website there is not mention of any update. so, on a budget of 6k you can definitely but this one.,nice features, budget phone.,i like this product ð","if you leave it only to make calls or receive calls, then it is a completely useless phone.,readmi a 1,budget friendly phone.,hi,budget phone,good for the price. but android 12 is actually go edition.,good budget phone,10/10 value for money ð¤","if you leave it only to make calls or receive calls, then it is a completely useless phone.,readmi a 1,budget friendly phone.,hi,budget phone,good for the price. but android 12 is actually go edition.,good budget phone,10/10 value for money ð¤ i have been using this phone for two months. according to the price range, the battery backup and screen quality of the phone are good. according to this range, the camera is also fine. if we look at the performance, then it is not useless at all, but it is okay. i did not face any problem in calling. the phone starts lagging a lot while browsing or using shopping apps. if i give my opinion then this phone is good for parents.... if you want to buy this phone, then you should compare it with poco c31, for now there is not much difference in the price.,all is well but sim slot ð° damage,it is a very good phone on this price range. good to use in day today life use.,hi,a good budget phone,i bought this for office use. has good battery life. and basic features of android work fine. however, i noticed later that this is actually android 12 go edition. i don't mind using it. but some features are missing (which most people might not use). better than nokia c01 which has android 11 go edition, and on website there is not mention of any update. so, on a budget of 6k you can definitely but this one.,nice features, budget phone.,i like this product ð",Positive
"Redmi A1 (Black, 2GB RAM, 32GB Storage) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",6499,4,"i have been using this phone for two months. according to the price range, the battery backup and screen quality of the phone are good. according to this range, the camera is also fine. if we look at the performance, then it is not useless at all, but it is okay. i did not face any problem in calling. the phone starts lagging a lot while browsing or using shopping apps. if i give my opinion then this phone is good for parents.... if you want to buy this phone, then you should compare it with poco c31, for now there is not much difference in the price.,all is well but sim slot ð° damage,it is a very good phone on this price range. good to use in day today life use.,hi,a good budget phone,i bought this for office use. has good battery life. and basic features of android work fine. however, i noticed later that this is actually android 12 go edition. i don't mind using it. but some features are missing (which most people might not use). better than nokia c01 which has android 11 go edition, and on website there is not mention of any update. so, on a budget of 6k you can definitely but this one.,nice features, budget phone.,i like this product ð","if you leave it only to make calls or receive calls, then it is a completely useless phone.,readmi a 1,budget friendly phone.,hi,budget phone,good for the price. but android 12 is actually go edition.,good budget phone,10/10 value for money ð¤","if you leave it only to make calls or receive calls, then it is a completely useless phone.,readmi a 1,budget friendly phone.,hi,budget phone,good for the price. but android 12 is actually go edition.,good budget phone,10/10 value for money ð¤ i have been using this phone for two months. according to the price range, the battery backup and screen quality of the phone are good. according to this range, the camera is also fine. if we look at the performance, then it is not useless at all, but it is okay. i did not face any problem in calling. the phone starts lagging a lot while browsing or using shopping apps. if i give my opinion then this phone is good for parents.... if you want to buy this phone, then you should compare it with poco c31, for now there is not much difference in the price.,all is well but sim slot ð° damage,it is a very good phone on this price range. good to use in day today life use.,hi,a good budget phone,i bought this for office use. has good battery life. and basic features of android work fine. however, i noticed later that this is actually android 12 go edition. i don't mind using it. but some features are missing (which most people might not use). better than nokia c01 which has android 11 go edition, and on website there is not mention of any update. so, on a budget of 6k you can definitely but this one.,nice features, budget phone.,i like this product ð",Positive
"Redmi A1 (Light Green, 2GB RAM 32GB ROM) | Segment Best AI Dual Cam | 5000mAh Battery | Leather Texture Design | Android 12",6499,4,"i have been using this phone for two months. according to the price range, the battery backup and screen quality of the phone are good. according to this range, the camera is also fine. if we look at the performance, then it is not useless at all, but it is okay. i did not face any problem in calling. the phone starts lagging a lot while browsing or using shopping apps. if i give my opinion then this phone is good for parents.... if you want to buy this phone, then you should compare it with poco c31, for now there is not much difference in the price.,all is well but sim slot ð° damage,it is a very good phone on this price range. good to use in day today life use.,hi,a good budget phone,i bought this for office use. has good battery life. and basic features of android work fine. however, i noticed later that this is actually android 12 go edition. i don't mind using it. but some features are missing (which most people might not use). better than nokia c01 which has android 11 go edition, and on website there is not mention of any update. so, on a budget of 6k you can definitely but this one.,nice features, budget phone.,i like this product ð","if you leave it only to make calls or receive calls, then it is a completely useless phone.,readmi a 1,budget friendly phone.,hi,budget phone,good for the price. but android 12 is actually go edition.,good budget phone,10/10 value for money ð¤","if you leave it only to make calls or receive calls, then it is a completely useless phone.,readmi a 1,budget friendly phone.,hi,budget phone,good for the price. but android 12 is actually go edition.,good budget phone,10/10 value for money ð¤ i have been using this phone for two months. according to the price range, the battery backup and screen quality of the phone are good. according to this range, the camera is also fine. if we look at the performance, then it is not useless at all, but it is okay. i did not face any problem in calling. the phone starts lagging a lot while browsing or using shopping apps. if i give my opinion then this phone is good for parents.... if you want to buy this phone, then you should compare it with poco c31, for now there is not much difference in the price.,all is well but sim slot ð° damage,it is a very good phone on this price range. good to use in day today life use.,hi,a good budget phone,i bought this for office use. has good battery life. and basic features of android work fine. however, i noticed later that this is actually android 12 go edition. i don't mind using it. but some features are missing (which most people might not use). better than nokia c01 which has android 11 go edition, and on website there is not mention of any update. so, on a budget of 6k you can definitely but this one.,nice features, budget phone.,i like this product ð",Positive
"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio | Charcoal",1299,4,"phone is ok except middle button itâs a headache. rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai. nokia is always best. price thodi kam karni chahiye.,i like this product","centre key,nice phone,good for exam preparing students,center button is not good,battery runs out quickly,nokia trusted brand only needs to improve ringtone sound,best phone,..","centre key,nice phone,good for exam preparing students,center button is not good,battery runs out quickly,nokia trusted brand only needs to improve ringtone sound,best phone,.. phone is ok except middle button itâs a headache. rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai. nokia is always best. price thodi kam karni chahiye.,i like this product",Positive
"Redmi 10A (Charcoal Black, 4GB RAM, 64GB Storage) | 2 Ghz Octa Core Helio G25 | 5000 mAh Battery | Finger Print Sensor | Upto 5GB RAM with RAM Booster",8999,4,"camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good","good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good","good.,best at the price,good phone,nice,value for money,à¤ à¥à¤-à¤ à¤¾à¤ hai âºï¸,overall review,good camera and display is very poor quality and battery ð is very good nothing bad,nice phone at reasonable price.,good,nice,value for money,theek hai ð¥°,not bad,good",Positive
"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)",349,4,"had used ptron earphones earlier. so wanted to tried this one. and it's good,newly purchased. not yet used. but looks good and worth for money,charging well but build quality could be better,quite nice,this product working fine....,ok ok,good purchase for 300 rs , its has 1 type c and 2 regular ports for charging with good speed and also looks good,while it's priced very economical the built quality could have been better given the brand","good,good product,charging well but build quality could be better,quite nice,good quality product,ok,good purchase,built quality could have been better","good,good product,charging well but build quality could be better,quite nice,good quality product,ok,good purchase,built quality could have been better had used ptron earphones earlier. so wanted to tried this one. and it's good,newly purchased. not yet used. but looks good and worth for money,charging well but build quality could be better,quite nice,this product working fine....,ok ok,good purchase for 300 rs , its has 1 type c and 2 regular ports for charging with good speed and also looks good,while it's priced very economical the built quality could have been better given the brand",Positive
